population_count,selection_method,crossover_method,fitness_method,num_x_values,elitism,mutation,retain,random_select,num_generations,min_fitness,avg_fitness
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
1000,rank,elementwise,elementwise,5,False,0.1,0.2,0.05,366.3,0.0,1.6779999999999997
