schema,order,defining_length,num_generations,num_matches,num_expected_matches,schema_fitness,population_fitness
0.....01,3,7,70,9993,165.88872801586865,1100509.149952967,80786243.827948
0.....01,3,7,71,9975,105.66902493086833,1448537.3406115295,223667439.573398
0.....01,3,7,72,9996,50.14589695842807,1634457.3964405763,31641205.518481977
0.....01,3,7,73,9970,400.8135559644193,53907084.266404204,442342437.13404393
0.....01,3,7,74,9985,943.1439103987225,3274710.3829664504,200152705.305779
0.....01,3,7,75,9966,126.81045835359132,20217122.719966892,342396421.278592
0.....01,3,7,76,9970,456.7794782807467,18525149.716708127,354887330.963408
0.....01,3,7,77,9967,403.98194871791753,6154378.071983548,309376891.560204
0.....01,3,7,78,9962,153.90627585967792,9951379.85182092,352832702.19593006
0.....01,3,7,79,9999,218.10045987423996,4670345.6049244935,13505395.785364002
0.....01,3,7,80,10000,2684.070028873127,30707531.61661699,30707531.61661699
0....001,4,7,0,636,0,52087121659.114494,88917585349.57109
0....001,4,7,1,1101,286.30608572956845,21064878311.38595,31660536634.776325
0....001,4,7,2,1074,562.9356686606297,5062201306.369451,10259099463.271372
0....001,4,7,3,3099,407.25386810330144,1075832965.4088318,3186369974.753983
0....001,4,7,4,8569,804.0831998582136,555718223.0071455,1262695422.7442513
0....001,4,7,5,9701,2898.123846450494,159588105.602909,402581970.645829
0....001,4,7,6,9914,2955.2448420324504,78892625.74514323,282925210.315731
0....001,4,7,7,9964,2124.4398695580294,49646234.04266359,205185388.20968202
0....001,4,7,8,9989,1852.6968548754824,23595649.85020723,114916790.34465401
0....001,4,7,9,9958,1576.1633826181792,49956269.14350572,457650410.93280196
0....001,4,7,10,9983,835.3318243332526,21204900.27197937,220704709.07400304
0....001,4,7,11,9985,737.083129639384,29963970.94348323,157612225.10578302
0....001,4,7,12,9984,1458.774965273341,22208961.827905647,178043938.380324
0....001,4,7,13,9991,957.0539123186838,20271876.581090983,96773031.963735
0....001,4,7,14,9986,1608.3454316831708,21380462.138882436,111712847.348477
0....001,4,7,15,9992,1468.7108190747977,22720602.111465175,180081493.15087208
0....001,4,7,16,9979,968.7995849307608,21569363.35428199,217581868.96974498
0....001,4,7,17,9978,760.2079581749764,20539251.184461817,242557565.77550498
0....001,4,7,18,9993,649.2979707549578,20433760.89733313,62095740.21085698
0....001,4,7,19,9985,2527.0460238638557,20349516.286290433,132184284.17293397
0....001,4,7,20,9972,1181.2806810395161,20544920.034015246,251211726.4389459
0....001,4,7,21,9970,626.72581279323,106247328.97833097,347323852.89809895
0....001,4,7,22,9970,2343.739473343377,53918931.119352065,251292144.57952002
0....001,4,7,23,9975,1643.9487912471034,104087952.02099147,292883783.512525
0....001,4,7,24,9981,2724.2615900629285,20446619.154446445,222301963.96880606
0....001,4,7,25,9992,705.4772756942059,22120902.0973749,146140606.437125
0....001,4,7,26,9995,1162.2916537568894,20673293.2472036,99019873.92651802
0....001,4,7,27,9989,1603.6177690995596,19593422.900761835,94416709.53918701
0....001,4,7,28,9975,1592.9943292645312,19497341.75782456,225327787.575386
0....001,4,7,29,10000,663.2913313517311,21243427.093552995,21243427.093552995
0...1001,5,7,0,264,0,48191506964.37371,88347047552.26193
0...1001,5,7,1,594,109.55907411958331,19363386969.50874,31916322902.18297
0...1001,5,7,2,901,274.1705981030627,3506304058.984495,9483031906.064123
0...1001,5,7,3,2860,253.45047742945914,1173126411.308647,3433166618.249719
0...1001,5,7,4,8511,743.5016291041084,487856779.0513407,1385681407.696873
0...1001,5,7,5,9631,2279.688480769591,173290391.88797635,477372150.0446839
0...1001,5,7,6,9918,2659.8353160880506,45020802.34360456,356561788.70831203
0...1001,5,7,7,9963,952.7270473610553,9277577.523876341,345163059.83997196
0...1001,5,7,8,9987,203.73534168996846,3168405.6042425153,164204287.862631
0...1001,5,7,9,9980,146.60787164508955,1040788.2292134268,74057549.16071999
0...1001,5,7,10,9988,106.70617137396351,2411737.4515468567,65757615.723419994
0...1001,5,7,11,9985,278.694541851291,4797951.045701551,157995465.29288203
0...1001,5,7,12,9984,230.68811451606516,1846159.8545572923,145711709.98681802
0...1001,5,7,13,9985,96.23773215886946,2263218.578393591,223147626.45850405
0...1001,5,7,14,9980,77.04567367836418,87198468.21099298,232560346.93882197
0...1001,5,7,15,9992,2846.8834682526945,5673497.617133708,67017231.379203014
0...1001,5,7,16,9973,643.5507190316889,3998949.3109265026,259218658.472095
0...1001,5,7,17,9979,117.05000040931967,3567426.478029863,222280627.49308798
0...1001,5,7,18,9988,121.8446317939903,1592151.073777533,108116889.96349601
0...1001,5,7,19,9963,111.90132352609994,1544700.2433142627,380467247.381297
0...1001,5,7,20,9970,30.773934769229324,3041262.9663640917,292271289.9739511
0...1001,5,7,21,9977,78.92760696237202,2392603.656549063,262618589.47471514
0...1001,5,7,22,9973,69.15303255722944,945052.5138915072,295349003.420446
0...1001,5,7,23,9966,24.277961083675105,2167732.0785831823,270727581.989143
0...1001,5,7,24,9971,60.70995946312598,2314662.6651278716,366898854.5455551
0...1001,5,7,25,9997,47.857061309308854,944661.7758407522,20449326.292837996
0...1001,5,7,26,9973,351.3443630561686,2364236.3429970923,252253472.95640904
0...1001,5,7,27,9972,71.11242910967142,1659104.63925692,264053286.90217206
0...1001,5,7,28,9988,47.66838404549393,1342327.4043342015,128705882.67740506
0...1001,5,7,29,9981,79.25096386895625,1236962.5103396457,70418253.23412898
0...1001,5,7,30,9991,133.38632429335692,749073.7496536884,64764569.97681899
0...1001,5,7,31,9967,87.91480370237983,34527135.0432738,323651981.67510706
0...1001,5,7,32,9972,808.9332581034562,26912345.295736056,207715287.61839208
0...1001,5,7,33,9948,982.9497460711789,49304557.91520908,477821615.20849
0...1001,5,7,34,9991,780.9496123020012,25598284.68243319,97426318.04621898
0...1001,5,7,35,9984,1997.1445229687154,5390684.011594553,102239209.89967598
0...1001,5,7,36,9983,400.4948381923023,37994130.5744105,214140126.06841603
0...1001,5,7,37,9997,1347.5518605464542,29184314.45101931,61683757.15719099
0...1001,5,7,38,9989,3598.440527877706,1814024.6264430876,99169963.64393398
0...1001,5,7,39,9995,139.01158579838392,1664380.1650985498,52842884.115016006
0...1001,5,7,40,9985,239.50510624335269,2100201.143449174,188310184.892994
0...1001,5,7,41,9985,84.7229579539391,3820655.238883325,178358621.517891
0...1001,5,7,42,9974,162.7263085003387,45506267.22352418,386973372.6988891
0...1001,5,7,43,9986,892.3299175350829,2843779.1453725216,101197665.29064304
0...1001,5,7,44,9976,213.49263310897285,1808116.5723566555,172346644.918567
0...1001,5,7,45,9978,79.62436718600422,255586.47791942282,135788752.406784
0...1001,5,7,46,9992,14.28839786256004,25401791.637176745,86729941.62386699
0...1001,5,7,47,9974,2226.4537633742398,1489657.700999599,211371185.329667
0...1001,5,7,48,9977,53.478107154865874,1750071.5436644282,193960826.85281903
0...1001,5,7,49,9986,68.48693151679886,2225324.765868216,101747230.01066001
0...1001,5,7,50,9980,166.16070578205378,2081297.4258797597,188123390.27701196
0...1001,5,7,51,9985,84.00165672964592,3188015.2610896355,154720888.218723
0...1001,5,7,52,9974,156.52563378554476,2074125.6053428918,273136382.796557
0...1001,5,7,53,9979,57.62233104113881,3142996.411186491,184514965.07031697
0...1001,5,7,54,9986,129.3198738785823,2455096.254876828,100809570.982508
0...1001,5,7,55,9993,185.02238676407106,508686.1240708496,59689791.12147199
0...1001,5,7,56,9987,64.79055190125034,2206589.3022509255,107396678.95465699
0...1001,5,7,57,9989,156.11033884795447,405864.8149874862,78758332.21499297
0...1001,5,7,58,9985,39.16272161420755,1234334.6945968952,161605896.64443004
0...1001,5,7,59,9959,58.021608227211324,17350525.593977302,275010482.491167
0...1001,5,7,60,9977,478.01891258930675,859383.1138037484,235249327.489182
0...1001,5,7,61,9969,27.728371084905127,42014628.84673389,221762680.56199902
0...1001,5,7,62,9966,1436.9101907027411,34891968.75806843,358520921.49254
0...1001,5,7,63,9980,737.9005155136008,1588899.4000871743,156791185.91558
0...1001,5,7,64,9997,76.94337948549618,1515586.9664519357,23020508.757861998
0...1001,5,7,65,9978,500.7276763766117,3074387.2296792944,137101120.961164
0...1001,5,7,66,9966,170.22644184670537,2178232.201911499,228227326.84691498
0...1001,5,7,67,9959,72.36413471075745,3846263.1031127623,429436862.144618
0...1001,5,7,68,9967,67.86117269225994,2425817.166097121,302661966.70386404
0...1001,5,7,69,9983,60.77579288909753,1277129.2277391567,208826831.88101304
0...1001,5,7,70,9953,46.44891516575353,4378168.01660002,355445339.07026917
0...1001,5,7,71,9990,93.26948190863358,2979263.3788268263,99500408.37333804
0...1001,5,7,72,9983,227.57024826241044,2903021.942565361,90419961.743333
0...1001,5,7,73,9966,243.84453719411633,4284156.748943406,317681254.238472
0...1001,5,7,74,9975,102.24936193211089,2341008.509757393,383263695.6780129
0...1001,5,7,75,9971,46.35367523831199,3465812.8032434057,472072885.61125183
0...1001,5,7,76,9970,55.693013951812404,1756063.1889327983,363841294.492508
0...1001,5,7,77,9987,36.6091182944827,3978753.049341144,129004830.136828
0...1001,5,7,78,9991,234.33762447471184,3246791.1917365626,30250618.855828002
0...1001,5,7,79,9985,815.8212518272255,2931773.596368553,80780166.876081
0...1001,5,7,80,9967,275.70187040574564,1642654.5463880808,353391815.1749369
0...1001,5,7,81,9976,35.24683874054051,1523502.51106656,211072219.81868294
0...1001,5,7,82,9967,54.781572847963204,1608769.8950827736,215323543.052183
0...1001,5,7,83,9993,56.6542939596935,3135791.1608115686,57647220.764871985
0...1001,5,7,84,9996,413.55245628456515,1507781.3683273308,58521428.01120599
0...1001,5,7,85,9981,195.93664384238318,4664349.504058714,222876694.55449393
0...1001,5,7,86,9967,158.9155672476962,5983216.145064715,271863261.90274686
0...1001,5,7,87,9996,166.88395629179635,94615.56232993194,79447744.02649699
0...1001,5,7,88,9985,9.056767369316345,1474168.7299128696,216525706.55886
0...1001,5,7,89,9993,51.71919534456955,2420627.851807266,119114766.23320703
0...1001,5,7,90,9991,154.49850118328058,1799616.3403913525,34806246.612471
0...1001,5,7,91,9987,393.00461825193594,20068137.696910985,91385514.721423
0...1001,5,7,92,9980,1668.5173223643633,3202090.013548096,145219634.093421
0...1001,5,7,93,9993,167.41898293613946,2921128.8865535874,37261000.637115
0...1001,5,7,94,9987,596.0161848512191,2067324.3434064286,96588261.485525
0...1001,5,7,95,9988,162.62423975362,1028937.0402863435,43705035.406225994
0...1001,5,7,96,9995,178.89648962177006,1144551.1149834918,61158978.46449398
0...1001,5,7,97,9998,142.30616938402483,728802.4035977197,27735406.533136994
0...1001,5,7,98,9972,199.87310200624702,1334757.7647352587,274065852.558035
0...1001,5,7,99,9983,36.94841033821231,978000.7005238904,144678920.96935
0...1001,5,7,100,9965,51.34059953353726,2059469.0118013052,257949551.04782295
0...1001,5,7,101,9994,60.52903475081577,958670.4081378827,110985594.72096401
0...1001,5,7,102,9987,65.67619950692792,4477013.700338438,155842359.54265398
0...1001,5,7,103,9981,218.27496044794285,1638346.3376094576,121165108.01228398
0...1001,5,7,104,9982,102.67581443825323,4355015.43512322,207731342.227576
0...1001,5,7,105,9984,159.21031325205848,3382179.3541516415,126407517.587273
0...1001,5,7,106,9993,203.23301675774997,2245679.1641449016,53090148.621312
0...1001,5,7,107,9989,321.58487596089935,1700765.1284232656,102557435.449404
0...1001,5,7,108,9974,126.02745421485893,19251811.53750752,197412964.270237
0...1001,5,7,109,9985,739.9992093149265,5440.11705758638,137873222.93455
0...1001,5,7,110,9967,0.2997383733443332,889947.7931313335,328468884.32815206
0...1001,5,7,111,9982,20.544743018475558,1039369.9138529353,187750831.448168
0...1001,5,7,112,9978,42.040879982306265,24661746.333893567,254998406.007175
0...1001,5,7,113,9966,734.1686241035846,841726.7302177404,284243030.10943604
0...1001,5,7,114,9970,22.452677460726665,2122918.4071404217,284187048.24200195
0...1001,5,7,115,9980,56.6617703810413,2515459.1246803603,162717135.73896098
0...1001,5,7,116,9995,117.37631611874774,1988698.2102021012,62836245.223597
0...1001,5,7,117,9973,240.66194118692457,2504635.2670630706,178708580.204363
0...1001,5,7,118,9980,106.33858229757588,2828148.023716433,261887240.85272002
0...1001,5,7,119,9973,81.99441989456207,166685.24040910456,276902067.14030194
0...1001,5,7,120,10000,4.567333527355507,2121285.8453450003,2121285.8453450003
0..11001,6,7,0,158,0,51680598973.53266,88305083704.91606
0..11001,6,7,1,271,69.64662461736934,11689062744.666088,33052507852.412025
0..11001,6,7,2,993,72.18479346721419,1647815860.3377242,9704131661.774628
0..11001,6,7,3,3657,126.99961415302926,887414552.3124992,3319918810.018595
0..11001,6,7,4,8647,736.249814156142,533748318.2085185,969150760.5219439
0..11001,6,7,5,9651,3586.8382487090507,173081266.51943946,464755221.455178
0..11001,6,7,6,9916,2707.068572455852,85873245.02014624,103958205.34453902
0..11001,6,7,7,9981,6169.312558545271,62190054.19584911,86511678.481047
0..11001,6,7,8,9980,5404.075492118689,57833735.16197495,209284742.58081102
0..11001,6,7,9,9966,2077.185917076212,46895082.089117,208637478.25505802
0..11001,6,7,10,9953,1687.1628847205525,28588952.72595398,487773245.17717403
0..11001,6,7,11,9975,439.3750886594102,24215686.03007018,160996683.32668102
0..11001,6,7,12,9993,1130.040234979959,23366466.597352147,111707524.151526
0..11001,6,7,13,9972,1574.3730986718235,23828879.35966807,406401926.32171595
0..11001,6,7,14,9979,440.38374984610704,21552276.38634833,232555284.34058797
0..11001,6,7,15,9990,696.5545165655352,20035734.084662665,112705832.65602899
0..11001,6,7,16,9989,1337.5976898004476,19679500.311756935,72664799.41567
0..11001,6,7,17,9989,2037.572898866445,21883600.250701774,59366502.710503995
0..11001,6,7,18,9989,2773.3231396249034,21250051.477398135,146750344.669375
0..11001,6,7,19,9989,1089.4417744879922,24732448.824105516,72545629.994725
0..11001,6,7,20,9975,2564.9507483868942,21065595.53954085,196730314.66514596
0..11001,6,7,21,9976,804.4823379405053,20965721.38412189,318999502.091255
0..11001,6,7,22,9981,493.82992077993424,21655187.88801723,171500033.842479
0..11001,6,7,23,9972,949.2332803014739,22083854.760219615,221405185.685166
0..11001,6,7,24,9976,749.1529914939823,21879311.987480953,333244366.66182
0..11001,6,7,25,9983,493.31967825553016,21499244.63601623,156319337.18831992
0..11001,6,7,26,9970,1034.1242497513235,21863235.796171516,295859744.8670539
0..11001,6,7,27,9982,554.9129667634705,20596380.964466043,205440448.18403095
0..11001,6,7,28,9978,753.7436779466836,20827993.060232516,323681611.86906487
0..11001,6,7,29,9986,483.5863685341694,21602983.738716204,147275622.14866796
0..11001,6,7,30,9984,1103.2541988425278,23131738.538279254,116117977.29361992
0..11001,6,7,31,9969,1498.0094035703341,22119237.145591337,314119666.1531579
0..11001,6,7,32,9992,528.7224705504069,41160527.436957575,66640373.729491
0..11001,6,7,33,9983,4648.331442117188,20508828.064940397,155005187.448059
0..11001,6,7,34,9971,994.848242967901,21715751.34636345,211027841.53359497
0..11001,6,7,35,9981,772.8139878490982,21894856.552725177,194054164.01931393
0..11001,6,7,36,9987,848.1923439878575,20878150.490202267,74520692.222533
0..11001,6,7,37,9982,2107.421215100396,24326801.587034665,171141854.56142896
0..11001,6,7,38,9994,1068.6795507630636,21165336.53075045,71660462.19669197
0..11001,6,7,39,9985,2223.2385940143417,21504113.51033551,114988032.62550898
0..11001,6,7,40,9982,1406.430008053655,19951091.833136648,203626162.32517895
0..11001,6,7,41,9979,736.6340868272803,21502235.374109633,261516279.50249588
0..11001,6,7,42,9972,617.9780643126568,21887632.52112616,378072453.9447938
0..11001,6,7,43,9966,434.81766230392975,21821278.163191855,312489617.6237299
0..11001,6,7,44,9994,524.1633244683434,21110920.492167305,58102703.87517201
0..11001,6,7,45,9985,2734.962188897221,137693474.18544012,190340675.20034096
0..11001,6,7,46,9999,5440.401805969744,21332467.423943397,37000117.452200994
0..11001,6,7,47,9992,4342.058910243779,22209732.664756805,88881697.72068898
0..11001,6,7,48,9973,1880.5486344409717,53055549.7650015,299803240.3065271
0..11001,6,7,49,9988,1329.2953031912677,22368657.191366635,58687531.221179
0..11001,6,7,50,9964,2867.3041377865247,61811166.007811114,450174369.1312741
0..11001,6,7,51,9946,1030.4360520688404,21978105.915554993,585482146.7160722
0..11001,6,7,52,9985,281.20705676823343,21058126.579022534,128207622.45069104
0..11001,6,7,53,9971,1235.2507014534388,20909613.455203086,327584882.5380191
0..11001,6,7,54,9950,479.36025590056255,22564544.852594968,402531870.55136
0..11001,6,7,55,9997,420.09793012888326,20474200.340011,43971308.01504099
0..11001,6,7,56,9994,3505.9717345555255,11960925.684961976,38298915.561265
0..11001,6,7,57,9986,2350.8169568694757,10553751.967931101,126567976.267853
0..11001,6,7,58,9988,627.1562627399112,8525486.567563076,97207639.72556901
0..11001,6,7,59,9988,659.7789637388718,8456005.872137565,178811274.72029397
0..11001,6,7,60,9977,355.7542236760151,3028324.9563726573,168226792.856462
0..11001,6,7,61,9992,135.2721637758696,2517323.996963571,96538606.46938601
0..11001,6,7,62,9977,196.24186848354825,1624822.761292974,261686058.40412694
0..11001,6,7,63,9968,46.65804474552061,3153116.6231781696,184188885.61576602
0..11001,6,7,64,9964,128.52446292209808,1705486.776410076,360122820.795766
0..11001,6,7,65,9970,35.54124088039682,668629.4330942826,197716075.46225104
0..11001,6,7,66,9938,25.39450909413373,635019.7806299054,425403963.63891697
0..11001,6,7,67,9979,11.173413431250898,1517685.5200080166,113542622.80967
0..11001,6,7,68,9978,100.46413416761001,4427527.379415713,118446583.50137998
0..11001,6,7,69,9973,280.9204602846708,2179592.289494635,250069418.91232193
0..11001,6,7,70,9991,65.46989607884761,3168126.8646371732,108025038.52620901
0..11001,6,7,71,9990,220.692842237197,1986247.6413093086,71501635.83208501
0..11001,6,7,72,9977,209.01817885658951,3398610.507350906,136257065.25045004
0..11001,6,7,73,9956,187.43189317303148,2401635.98151366,517186497.59198713
0..11001,6,7,74,9975,34.82138541066774,2526331.092276692,213739448.44184902
0..11001,6,7,75,9982,88.80136502843291,1574128.767029653,77423782.285209
0..11001,6,7,76,9971,152.85673970654733,3110528.3835011534,257165031.10216817
0..11001,6,7,77,9994,90.83686261980822,1464853.8535641385,72148356.83675803
0..11001,6,7,78,9981,152.82990846516824,2154668.8390171323,91506286.61537403
0..11001,6,7,79,9995,177.01285603609801,772496.3606913455,6773562.7728699995
0..11001,6,7,80,9972,858.5453398231383,1470427.817332531,196514948.73214298
0..11001,6,7,81,9984,56.19938228492062,216214.75521935092,80902693.55421701
0..11001,6,7,82,9967,20.09685384532634,2437703.9933229657,379857314.143107
0..11001,6,7,83,9987,48.175484213146476,2356591.8086732747,116382025.78534797
0..11001,6,7,84,9979,152.31218761997587,2986258.4579456854,200195941.39850503
0..11001,6,7,85,9991,112.11411712399352,2410116.243682314,41250988.93697501
0..11001,6,7,86,9980,439.65674339559024,2922864.1249388778,239642848.56715
0..11001,6,7,87,9986,91.68026276905763,3979848.7898678146,104999528.62693398
0..11001,6,7,88,9981,285.08340592544306,3335089.524517583,124358997.35599397
0..11001,6,7,89,9980,201.6069477130267,2325852.3473146292,119017029.50389
0..11001,6,7,90,9990,146.8942276185542,1682165.872151151,57361062.362927005
0..11001,6,7,91,9989,220.65728711134227,2954369.4673510864,127982369.47094199
0..11001,6,7,92,9992,173.6752079690181,1018060.0818004406,130549618.97624
0..11001,6,7,93,9995,58.68827982719105,1023743.7845352676,91879271.81514797
0..11001,6,7,94,9986,83.87985798800608,1114470.268387743,123143403.63096997
0..11001,6,7,95,9978,68.06910652792476,199958.03490378833,244427221.965002
0..11001,6,7,96,9981,6.148001183167058,2039498.000308586,166243326.297647
0..11001,6,7,97,9988,92.22619136127479,1343968.6690698836,63691271.792220995
0..11001,6,7,98,9986,158.74092684863206,838809.4033336672,129869884.10537705
0..11001,6,7,99,9986,48.578886256114,1559428.4737402364,113085120.496381
0..11001,6,7,100,9988,103.71766023103905,2234499.1120264325,89920400.60809802
0..11001,6,7,101,9995,186.939743128184,1901052.0403241622,61915101.25930398
0..11001,6,7,102,9989,231.1433328773151,544270.7033026328,141578921.70554003
0..11001,6,7,103,9971,28.922746116411762,1037533.852507271,184747107.48439094
