schema,order,defining_length,num_generations,num_matches,num_expected_matches,schema_fitness,population_fitness
0....0..,2,5,46,9981,2636.7129079796327,61815456.195138745,196242358.66699192
0....0..,2,5,47,9997,2641.2041971207973,35626933.10709712,46616519.39511798
0....0..,2,5,48,9993,6418.475474373239,21971734.368152704,64139338.62803499
0....0..,2,5,49,9984,2875.804437214869,27240687.67639924,89719328.81131399
0....0..,2,5,50,9991,2546.5969983134637,20718327.884799317,110229482.67782898
0....0..,2,5,51,9987,1577.5730959910409,43882962.79211475,94502771.76301901
0....0..,2,5,52,9976,3895.920127012592,23291763.400949273,185274711.98160103
0....0..,2,5,53,9980,1053.5769559924624,29139008.273702398,252486399.66653106
0....0..,2,5,54,9995,967.5889902306945,47757623.38511454,115254745.20005195
0....0..,2,5,55,9992,3479.2872810478407,20260507.982509,132607366.06800306
0....0..,2,5,56,9970,1282.5039342761584,31028106.800348036,447727308.7442771
0....0..,2,5,57,9983,580.4441665485759,22280829.606515072,318330978.9938272
0....0..,2,5,58,9990,586.9986779991203,70819968.51748045,186452983.232339
0....0..,2,5,59,9981,3187.6856011362015,29325468.293480612,202822201.16021505
0....0..,2,5,60,9966,1212.347495203926,62577637.18354605,463470072.37536603
0....0..,2,5,61,9979,1130.4255050261715,21369004.317771316,175705122.42778695
0....0..,2,5,62,9975,1019.5545945562637,31574260.1221213,262573703.13810498
0....0..,2,5,63,9985,1007.6702974954597,71036876.1402624,242477320.93543
0....0..,2,5,64,9982,2457.448350459815,83557047.21149367,231433741.48085704
0....0..,2,5,65,9994,3027.593560683373,37788745.40604263,158801272.71051505
0....0..,2,5,66,9984,1997.8893848745388,60142113.492418885,248256292.73637408
0....0..,2,5,67,9982,2031.9199391615339,70001997.0458585,281097101.11786306
0....0..,2,5,68,9988,2088.3112503263264,35713040.7323448,186207809.33354303
0....0..,2,5,69,9995,1609.2779901014144,30973583.607518755,57460595.721720986
0....0..,2,5,70,9994,4526.137355468629,29344035.879032418,78340329.599185
0....0..,2,5,71,9980,3144.831603888733,23349091.81052805,152351146.84140098
0....0..,2,5,72,9974,1284.9268548667935,21704282.73628634,415100971.31511426
0....0..,2,5,73,9982,438.111498932538,36056760.17221899,230378724.85957706
0....0..,2,5,74,9966,1312.4582470935118,22235053.557299815,319917040.082443
0....0..,2,5,75,9981,581.8958893899012,28017275.576652627,151155724.129133
0....0..,2,5,76,9983,1554.171564845844,128055071.02683458,214356526.40227294
0....0..,2,5,77,9969,5010.080929799388,37442598.47069414,351754120.1772619
0....0..,2,5,78,9982,891.4602504076737,23805832.431960523,256659473.595608
0....0..,2,5,79,9991,777.7987452232584,19664770.789165244,132174371.742273
0....0..,2,5,80,9978,1248.7462367629848,41110570.5175967,248743660.718294
0....0..,2,5,81,9995,1385.3789403863389,52875874.86449724,152545145.72600204
0....0..,2,5,82,9983,2910.4863848121345,19505297.308582585,68655222.36410798
0....0..,2,5,83,9979,2382.668739797219,34065158.33020542,218390366.29399696
0....0..,2,5,84,9986,1307.6380740448697,21450094.908049267,207304806.671325
0....0..,2,5,85,9995,868.0305442811883,23361443.26994797,108375138.08733803
0....0..,2,5,86,9980,1809.9909531827525,35929609.81403506,294105461.493498
0....0..,2,5,87,9974,1024.2442920920512,48132813.25272507,377938311.4284351
0....0..,2,5,88,9989,1067.1200773131484,54694742.63482229,259694904.51367104
0....0..,2,5,89,9990,1767.3711742967357,83151185.47317715,196437952.31609398
0....0..,2,5,90,9970,3552.4840335641516,17935030.15559478,316480804.358051
0....0..,2,5,91,9993,474.65001113137896,25537296.20987792,58358336.029020004
0....0..,2,5,92,9993,3673.5969055613914,26447814.221334945,73440175.325518
0....0..,2,5,93,9996,3023.26048397658,22198183.4354962,62869638.063509986
0....0..,2,5,94,9987,2965.011094498182,9493951.380096126,197873402.47335896
0....0..,2,5,95,9976,402.5485170908618,7896483.355442062,186587417.813371
0....0..,2,5,96,9979,354.6756797801377,39594801.11226476,289743327.755317
0....0..,2,5,97,9988,1145.6061706519272,36559445.5470855,118870091.36910103
0....0..,2,5,98,9995,2580.6501779786945,16211008.78342271,33706902.135959
0....0..,2,5,99,9998,4038.290887653484,5287132.425769154,35960258.03492401
0....0..,2,5,100,9994,1234.90662587253,3171218.509575746,100193117.55002601
0....0..,2,5,101,10000,265.7365071232144,4252726.926359,4252726.926359
0...1...,2,4,0,2382,0,52705031168.13603,89208206687.94095
0...1...,2,4,1,4601,1221.6676147365285,21236103963.25583,31850378084.8803
0...1...,2,4,2,5965,2663.032843538041,6380390875.520474,10023763919.533672
0...1...,2,4,3,9182,3296.0283794518737,2051511357.6110737,2985656356.640084
0...1...,2,4,4,9843,5476.907838207401,926941828.4435213,1249107659.21977
0...1...,2,4,5,9958,6340.801134031417,371334704.8056317,507703524.102775
0...1...,2,4,6,9987,6322.539085138231,129911235.86036949,270443860.206901
0...1...,2,4,7,9978,4164.555714723475,105035316.88685508,317023551.41368204
0...1...,2,4,8,9992,2869.7982175819498,78486803.99622798,140105900.923688
0...1...,2,4,9,9974,4859.109452935533,29730663.0421937,251708764.762227
0...1...,2,4,10,9975,1022.6797555237348,23099547.726748873,257599909.04177797
0...1...,2,4,11,9981,776.4879392891643,83773947.15722273,206813514.91175503
0...1...,2,4,12,9990,3509.685140741749,157624048.27876276,263661132.839155
0...1...,2,4,13,9974,5184.488202195359,32304031.84026669,333305848.78175217
0...1...,2,4,14,9988,839.1646823965764,26588585.52016319,191604458.39582005
0...1...,2,4,15,9990,1203.184410052495,62578977.766793795,175879164.780187
0...1...,2,4,16,9993,3085.628214316996,23001575.048394877,142015973.815963
0...1...,2,4,17,9989,1405.0128802502568,55787987.8500951,117067032.30927998
0...1...,2,4,18,9985,4132.302828153743,21376876.82176665,133879390.10027999
0...1...,2,4,19,9987,1384.0208649173164,20498318.489713628,164681332.448986
0...1...,2,4,20,9986,1079.127979311783,50854420.44133687,152812125.60450995
0...1...,2,4,21,9981,2884.8716304210975,63776304.8496303,237194251.87537003
0...1...,2,4,22,9987,2329.6639912818882,44560919.372207865,168196320.708112
0...1...,2,4,23,9974,2296.8717154113874,42418238.05364247,198369058.95804903
0...1...,2,4,24,9971,1851.4504539902496,54668320.478824586,408092203.27826697
0...1...,2,4,25,9987,1159.5251932891863,80027062.4031531,281474251.58499193
0...1...,2,4,26,9977,2464.8885691936343,50648466.64225317,249420968.47663096
0...1...,2,4,27,9970,1758.722628807785,92493070.5527402,350278389.615934
0...1...,2,4,28,9997,2285.362252535584,143179452.00286683,203654173.47984996
0...1...,2,4,29,9989,6101.282192756258,37761041.19944238,128576395.27750899
0...1...,2,4,30,9988,2546.647097911408,58759870.351046234,119694405.61803599
0...1...,2,4,31,9991,4256.469725632556,21410643.744974475,100576981.89859796
0...1...,2,4,32,9981,1846.3078817611727,44700557.0106322,203833136.15736097
0...1...,2,4,33,9985,1900.0990578113792,33499126.65159939,245007703.34119296
0...1...,2,4,34,9995,1185.1296220330375,40096537.23272935,51741821.21543599
0...1...,2,4,35,9983,6723.756766866753,22356027.59852349,112351574.57382298
0...1...,2,4,36,9969,1724.4102019759825,33973695.41136323,288625065.37971795
0...1...,2,4,37,9978,1018.6485684914725,44074713.89171578,234038851.85797396
0...1...,2,4,38,9990,1631.2070176976217,70991815.40423925,140276591.14173603
0...1...,2,4,39,9988,4388.8688720389155,67111150.84786043,150228277.84961998
0...1...,2,4,40,9992,3873.339546434398,99132710.71911429,190416372.40309095
0...1...,2,4,41,9994,4515.742389493076,67630344.78205122,105099141.389134
0...1...,2,4,42,9991,5582.719623959413,76240386.85827345,168699146.07515198
0...1...,2,4,43,9996,3919.631188639316,58810757.97781215,77455166.09521702
0...1...,2,4,44,9985,6588.653574908635,48019950.54830547,241674055.65718195
0...1...,2,4,45,9989,1722.2801100000854,20595116.063179504,182288896.219006
0...1...,2,4,46,9995,979.693169948508,59439506.61163684,83578244.04657102
0...1...,2,4,47,9986,6170.619829484249,71138059.65329462,280436034.86420786
0...1...,2,4,48,9982,2198.9927513159837,57854985.877455436,247476832.14359194
0...1...,2,4,49,9984,2025.7593307812951,40149455.00486879,155113965.317342
0...1...,2,4,50,9989,2243.3517004583814,117744636.61223848,151952782.98840705
0...1...,2,4,51,9974,6719.214833146873,41626351.57927012,238584375.98889112
0...1...,2,4,52,9981,1510.6357233430908,65192978.79486325,274470931.466649
0...1...,2,4,53,9991,2057.986698106647,23629451.895410873,158149461.48384804
0...1...,2,4,54,9981,1295.8625173816902,57480249.60118127,143556694.45256206
0...1...,2,4,55,9974,3469.2315709008844,67493123.37566875,225023723.81145507
0...1...,2,4,56,9981,2596.956180400986,49547940.378321834,272025576.89052004
0...1...,2,4,57,9981,1578.1706437126963,23383536.470136262,186726026.532656
0...1...,2,4,58,9980,1085.0342119984816,25346484.616910823,182352044.772015
0...1...,2,4,59,9989,1204.2084673106276,107113275.89222847,152349469.87796304
0...1...,2,4,60,9985,6096.609888633342,85640548.36235856,125519536.76109101
0...1...,2,4,61,9970,5913.9850120386745,140165497.91050956,401164071.4675821
0...1...,2,4,62,9969,3023.975656652932,22609569.77737587,476846042.22848904
0...1...,2,4,63,9976,410.32667480927665,21207403.90000401,311582826.033694
0...1...,2,4,64,9986,589.4330383082323,28966694.806018427,132964043.64837803
0...1...,2,4,65,9965,1888.5145265414644,43188835.50346513,373644953.5933011
0...1...,2,4,66,9984,999.8934304819658,26380495.085564908,155709053.48801506
0...1...,2,4,67,9985,1468.377387837534,124583302.95208819,252441180.29038808
0...1...,2,4,68,9981,4277.7140142937915,56623124.16683801,254744500.50600308
0...1...,2,4,69,9989,1925.8706070248634,63196945.328073904,172494046.17756507
0...1...,2,4,70,9991,3176.932804480604,48650488.908608764,154307438.031629
0...1...,2,4,71,9978,2734.4711514977325,23004950.167370215,248029292.44962803
0...1...,2,4,72,9995,803.388962418874,38840720.60673437,93504183.893568
0...1...,2,4,73,9968,3604.1517789496615,45771365.010886855,364216422.791062
0...1...,2,4,74,9969,1087.442763968676,25764068.39205738,294594092.8186281
0...1...,2,4,75,9972,756.8434275791708,22079752.401099082,320265937.505566
0...1...,2,4,76,9980,596.8012946434638,62027615.77239481,219953262.0971301
0...1...,2,4,77,9968,2443.1450992765126,102181493.07801868,355257979.2689091
0...1...,2,4,78,9962,2488.860018237053,28271721.01632604,352760715.3751911
0...1...,2,4,79,9977,693.0787891965837,144411084.8526742,234120993.40463302
0...1...,2,4,80,9980,5342.249698370371,22422789.078491986,202606654.84131202
0...1...,2,4,81,9985,958.805475562004,59728967.61301553,232361959.56168002
0...1...,2,4,82,9981,2228.086697775119,23192119.562263306,209877540.64649105
0...1...,2,4,83,9990,957.4422080048919,54227580.969363384,134861886.71303004
0...1...,2,4,84,9985,3487.0688894108775,20917594.324575864,191603202.172486
0...1...,2,4,85,9981,946.2830935236134,54261554.51863341,185353914.299046
0...1...,2,4,86,9999,2536.463189148814,21627877.08067107,22460056.146181
0...1...,2,4,87,9993,8358.409838567019,39170141.575504854,111488337.43218704
0...1...,2,4,88,9978,3047.794129770106,20189890.68491882,214187570.44083703
0...1...,2,4,89,9981,816.483177645662,21377847.595276024,243063312.86464605
0...1...,2,4,90,9989,762.0485797325995,38360043.29193813,166525532.048051
0...1...,2,4,91,9994,1997.488605227169,19952172.84967381,128972402.15776391
0...1...,2,4,92,9990,1342.1368280680394,52731849.53758259,160707767.53554702
0...1...,2,4,93,9982,2845.546342855986,177755244.61202762,342486436.6635959
0...1...,2,4,94,9972,4497.391042000265,43756078.97968512,308889624.3668179
0...1...,2,4,95,9987,1226.2566780795944,21229746.61304096,98398833.39985098
0...1...,2,4,96,9967,1870.4837936220204,72735043.2212712,359907609.74505496
0...1...,2,4,97,9990,1748.5625349825298,29371379.89182183,75685274.56433201
0...1...,2,4,98,9994,3365.44491627836,37952590.63811888,66935418.55653601
0...1...,2,4,99,9995,4919.135963142401,54357455.312316164,120184193.88631001
0...1...,2,4,100,9996,3924.267464847471,126739887.39411764,154026057.19969198
0...1...,2,4,101,9991,7140.184018946707,21411918.697125424,101746889.430057
0...1...,2,4,102,9990,1825.1873172374703,21857078.590577584,92856271.93213299
0...1...,2,4,103,9988,2041.316741966662,22043042.3869924,168729825.65015596
0...1...,2,4,104,9969,1132.7191696078905,30923361.846982654,306733915.6651049
0...1...,2,4,105,9987,872.4499825446227,22255436.766668674,177776106.42825595
0...1...,2,4,106,9965,1085.3300311018356,63957265.39321626,476855641.8621719
0...1...,2,4,107,9988,1160.2305664792675,114183701.0089147,272929623.27906394
0...1...,2,4,108,9983,3627.4047067789706,32117209.64439047,226778767.9443999
0...1...,2,4,109,9975,1227.3276682943003,67137121.09618446,370065656.5993508
0...1...,2,4,110,9980,1570.9446171682448,19606221.104742493,176269540.44695303
0...1...,2,4,111,9978,963.6319782713983,21293443.72756465,202633515.842864
0...1...,2,4,112,9982,910.2111741098745,79614022.30952515,291535268.70998794
0...1...,2,4,113,9983,2366.3559320426175,22204839.3754072,123373077.25722101
0...1...,2,4,114,9983,1559.7404973275964,22926085.524557758,154434013.800731
0...1...,2,4,115,9997,1286.5067195161548,20543727.207226176,56549039.48757501
0...1...,2,4,116,9978,3152.7369575597436,21578469.102824222,166251983.32392803
0...1...,2,4,117,9982,1124.2459544889264,84623609.84787416,284036014.82381296
0...1...,2,4,118,9988,2581.664131853416,20329330.29900281,166509793.09402493
0...1...,2,4,119,9996,1058.5853107300873,64507918.99675571,83816981.629737
0...1...,2,4,120,9967,6678.382676687212,144708211.56714055,435810974.7538959
0...1...,2,4,121,9966,2872.9198530773656,20285222.833119616,364160298.81032395
0...1...,2,4,122,9979,481.9168456657816,46756198.59885861,230038001.53077587
0...1...,2,4,123,9974,1760.7215104516558,34141238.736938044,420837257.9295358
0...1...,2,4,124,9980,702.4226300105502,61272416.91592586,252372581.39045197
0...1...,2,4,125,9994,2103.378457608992,40509291.95980989,162520436.93135595
0...1...,2,4,126,9993,2162.4698197055773,21456674.835127596,145811847.55735993
0...1...,2,4,127,9989,1276.5256123627048,64539707.63198519,174827154.49448597
0...1...,2,4,128,9985,3201.1362285012915,43815056.520515785,223806710.9282899
0...1...,2,4,129,9991,1696.9239501219597,20712955.274256837,146899948.052434
0...1...,2,4,130,9994,1222.9069771966588,54878700.92293077,83857974.71465701
0...1...,2,4,131,9994,5677.57443513235,31063371.200650394,75060684.11512
0...1...,2,4,132,9993,3590.3720293140505,21642036.665153615,104153288.17685598
0...1...,2,4,133,9998,1802.5406568340823,49562126.02731047,59556363.937863015
0...1...,2,4,134,9991,7222.689142314728,42381190.17386048,146209764.98576197
0...1...,2,4,135,9980,2514.0260141241934,21241380.383061126,152243199.67127296
0...1...,2,4,136,9989,1208.7581443725403,29757205.634012416,140592940.55641398
0...1...,2,4,137,9970,1835.3321971412101,30777706.40851656,297100141.8735079
0...1...,2,4,138,9959,896.5873154579035,98220478.67923185,540285619.767454
0...1...,2,4,139,9990,1571.6593077314221,90386785.53625125,184156490.721037
0...1...,2,4,140,9977,4256.449039061675,21892346.48168087,135367892.948734
0...1...,2,4,141,9979,1400.6855709413057,21467257.254041497,188298042.04404598
0...1...,2,4,142,9980,987.6016750279332,53300051.143035084,239578317.9374119
0...1...,2,4,143,9979,1927.4126023116487,65826009.84297826,302931061.41892993
0...1...,2,4,144,9975,1882.369100281743,19638134.311989978,277494256.09438187
0...1...,2,4,145,9992,612.8062288515611,65983367.51707467,199137140.0330339
0...1...,2,4,146,9988,2874.0788238021687,19231606.069982983,136080971.53940597
0...1...,2,4,147,9980,1225.35160985476,19304271.512767535,174988349.38199997
0...1...,2,4,148,9983,955.7380193648476,17137990.915602528,151142980.858967
0...1...,2,4,149,9983,982.6458739127913,12917588.824243214,223282419.73457003
0...1...,2,4,150,9982,501.36271825420835,11409285.706708077,232279037.51362506
0...1...,2,4,151,9989,425.6278547142865,72820823.10611974,185267968.44208598
0...1...,2,4,152,9980,3408.3273225642715,103168369.40307914,331857819.634291
0...1...,2,4,153,9977,2693.3270382300475,16759462.92918914,228121049.18051898
0...1...,2,4,154,9986,636.2953475060386,37367555.756220706,151180159.144542
0...1...,2,4,155,9983,2142.6710085608956,6390188.8205980165,199101379.84372595
0...1...,2,4,156,9993,278.14069214260803,13372793.811746227,50874756.289838
0...1...,2,4,157,9987,2280.2356578033496,57372337.07476619,120314797.619887
